# u |D(u)|
2.264479029939371113e+00 1.290392539010983702e-04
2.264716544784048935e+00 1.043925386911808139e-04
2.264954059628726757e+00 7.581023360376965025e-05
2.265191574473404579e+00 6.770571900748820822e-05
2.265429089318082401e+00 9.055180523292618948e-05
2.265666604162760223e+00 1.194157005907442800e-04
2.265904119007438045e+00 1.371815587662960094e-04
2.266141633852115866e+00 1.374480551347978530e-04
2.266379148696793688e+00 1.200741148938079848e-04
2.266616663541471510e+00 9.116954957850143524e-05
2.266854178386149332e+00 6.762913347684909300e-05
2.267091693230826710e+00 7.532078144893456385e-05
2.267329208075504532e+00 1.045252401033818445e-04
2.267566722920182354e+00 1.300873178793734075e-04
2.267804237764860176e+00 1.405388618335586220e-04
2.268041752609537998e+00 1.324830377228736786e-04
2.268279267454215820e+00 1.083887314606118946e-04
2.268516782298893641e+00 7.830631354444007788e-05
2.268754297143571463e+00 6.627406303470353792e-05
2.268991811988249285e+00 8.774701473373225857e-05
2.269229326832927107e+00 1.180052413479074991e-04
2.269466841677604929e+00 1.379065845064204822e-04
2.269704356522282751e+00 1.401692845918243828e-04
2.269941871366960573e+00 1.240451178715456767e-04
2.270179386211638395e+00 9.493042729518545492e-05
2.270416901056316217e+00 6.852676689358556928e-05
2.270654415900993595e+00 7.272078406229064672e-05
2.270891930745671417e+00 1.021704880666692662e-04
2.271129445590349238e+00 1.296540119028221413e-04
2.271366960435027060e+00 1.422929382648563249e-04
2.271604475279704882e+00 1.359926533580521580e-04
2.271841990124382704e+00 1.126109608219558867e-04
2.272079504969060526e+00 8.127121849759126463e-05
2.272317019813738348e+00 6.523148639688416755e-05
2.272554534658416170e+00 8.487130741590437235e-05
2.272792049503093992e+00 1.164449316912161055e-04
2.273029564347771814e+00 1.385336521208401395e-04
2.273267079192449636e+00 1.428926720680257292e-04
2.273504594037127458e+00 1.281530514795037291e-04
2.273742108881805279e+00 9.902302631466595843e-05
2.273979623726483101e+00 6.998072087928237863e-05
2.274217138571160479e+00 7.025257214491131374e-05
2.274454653415838301e+00 9.967717659435381967e-05
2.274692168260516123e+00 1.290862100220516607e-04
2.274929683105193945e+00 1.439933481411743380e-04
2.275167197949871767e+00 1.395664190277381652e-04
2.275404712794549589e+00 1.170538608231717562e-04
2.275642227639227411e+00 8.469696980826666929e-05
2.275879742483905233e+00 6.464943194380610525e-05
2.276117257328583054e+00 8.194172203128893156e-05
2.276354772173260876e+00 1.147307865406036788e-04
2.276592287017938698e+00 1.390589939330020468e-04
2.276829801862616520e+00 1.456167651267789337e-04
2.277067316707294342e+00 1.323962814079030674e-04
2.277304831551972164e+00 1.034388959043549156e-04
2.277542346396649986e+00 7.201070847235662385e-05
2.277779861241327364e+00 6.797434042347346480e-05
2.278017376086005186e+00 9.704665570856272911e-05
2.278254890930683008e+00 1.283791873844191778e-04
2.278492405775360830e+00 1.456377815398674652e-04
2.278729920620038651e+00 1.432040858534565256e-04
2.278967435464716473e+00 1.217145940401571192e-04
2.279204950309394295e+00 8.857460280472503672e-05
2.279442465154072117e+00 6.459913555203943762e-05
2.279679979998749939e+00 7.898069561216123507e-05
2.279917494843427761e+00 1.128586511920994390e-04
2.280155009688105583e+00 1.394788686126930115e-04
2.280392524532783405e+00 1.483410366137317353e-04
2.280630039377461227e+00 1.367752096751814641e-04
2.280867554222139049e+00 1.081722739597701599e-04
2.281105069066816871e+00 7.462772124692504698e-05
2.281342583911494248e+00 6.595634781132572375e-05
2.281580098756172070e+00 9.428153733767262164e-05
2.281817613600849892e+00 1.275279221546538532e-04
2.282055128445527714e+00 1.472243604748842616e-04
2.282292643290205536e+00 1.469068890710997332e-04
2.282530158134883358e+00 1.265930223011864635e-04
2.282767672979561180e+00 9.289577866876837762e-05
2.283005187824239002e+00 6.514742973382475603e-05
2.283242702668916824e+00 7.601780684186167450e-05
2.283480217513594646e+00 1.108241983524497484e-04
2.283717732358272468e+00 1.397894967859087149e-04
2.283955247202950289e+00 1.510659075831557150e-04
2.284192762047628111e+00 1.412923763926981254e-04
2.284430276892305933e+00 1.132205570625667194e-04
2.284667791736983755e+00 7.783563719406568892e-05
2.284905306581661133e+00 6.428164632834859214e-05
2.285142821426338955e+00 9.138621915876987624e-05
2.285380336271016777e+00 1.265270096004876717e-04
2.285617851115694599e+00 1.487516193870946728e-04
2.285855365960372421e+00 1.506776251146555628e-04
2.286092880805050243e+00 1.316918889652983157e-04
2.286330395649728064e+00 9.765419439514869766e-05
2.286567910494405886e+00 6.635255822386851494e-05
2.286805425339083708e+00 7.309204377002410165e-05
2.287042940183761530e+00 1.086229485327729879e-04
2.287280455028439352e+00 1.399869920830381818e-04
2.287517969873117174e+00 1.537927876152282529e-04
2.287755484717794996e+00 1.459525963102861713e-04
2.287992999562472818e+00 1.185847078436996852e-04
2.288230514407150640e+00 8.163359370114421881e-05
2.288468029251828018e+00 6.304549220498170507e-05
2.288705544096505839e+00 8.836763536365342957e-05
2.288943058941183661e+00 1.253705683479711716e-04
2.289180573785861483e+00 1.502184914700724610e-04
2.289418088630539305e+00 1.545207602153856284e-04
2.289655603475217127e+00 1.370170325686912262e-04
2.289893118319894949e+00 1.028467709078330643e-04
2.290130633164572771e+00 6.826101555700329285e-05
2.290368148009250593e+00 7.025467533446653958e-05
2.290605662853928415e+00 1.062503266603287313e-04
2.290843177698606237e+00 1.400672858269265116e-04
2.291080692543284059e+00 1.565241355417726918e-04
2.291318207387961881e+00 1.507631404041926868e-04
2.291555722232639702e+00 1.242696413272930691e-04
2.291793237077317524e+00 8.601870760222375190e-05
2.292030751921994902e+00 6.235272449700310989e-05
2.292268266766672724e+00 8.523633326127435248e-05
2.292505781611350546e+00 1.240521374025208500e-04
2.292743296456028368e+00 1.516243013536701508e-04
2.292980811300706190e+00 1.584425767389255368e-04
2.293218326145384012e+00 1.425776508797689057e-04
2.293455840990061834e+00 1.084746490574236167e-04
2.293693355834739656e+00 7.090630631596161115e-05
2.293930870679417477e+00 6.757272208491636538e-05
2.294168385524095299e+00 1.037017742443072050e-04
2.294405900368773121e+00 1.400260435151949644e-04
2.294643415213450943e+00 1.592635446882139760e-04
2.294880930058128765e+00 1.557339738745278633e-04
2.295118444902806587e+00 1.302846303236753769e-04
2.295355959747484409e+00 9.098877838146033758e-05
2.295593474592161787e+00 6.231265163180477206e-05
2.295830989436839609e+00 8.200801887778750817e-05
2.296068504281517431e+00 1.225645632361833611e-04
2.296306019126195253e+00 1.529687650718124519e-04
2.296543533970873074e+00 1.624513658870478531e-04
2.296781048815550896e+00 1.483866356894396712e-04
2.297018563660228718e+00 1.145440534992834739e-04
2.297256078504906540e+00 7.431001230916612233e-05
2.297493593349584362e+00 6.513281732099033248e-05
2.297731108194262184e+00 1.009729472483000026e-04
2.297968623038940006e+00 1.398585708885074217e-04
2.298206137883617828e+00 1.620158578003637263e-04
2.298443652728295650e+00 1.608780646436514753e-04
2.298681167572973472e+00 1.366437695145327283e-04
2.298918682417651294e+00 9.654474649886587165e-05
2.299156197262328671e+00 6.303174162449322153e-05
2.299393712107006493e+00 7.870577587972499647e-05
2.299631226951684315e+00 1.208998763948331110e-04
2.299868741796362137e+00 1.542519988215059704e-04
2.300106256641039959e+00 1.665576775232777541e-04
2.300343771485717781e+00 1.544610009306372105e-04
2.300581286330395603e+00 1.210670991049929955e-04
2.300818801175073425e+00 7.848489728126220610e-05
2.301056316019751247e+00 6.304485138465822330e-05
2.301293830864429069e+00 9.806004686700029089e-05
2.301531345709106890e+00 1.395597070793272551e-04
2.301768860553784712e+00 1.647873189011416655e-04
2.302006375398462534e+00 1.662117804185990054e-04
2.302243890243140356e+00 1.433665384299127117e-04
2.302481405087818178e+00 1.026928286065775971e-04
2.302718919932495556e+00 6.460555752925862269e-05
2.302956434777173378e+00 7.536324105879230195e-05
2.303193949621851200e+00 1.190491585215840343e-04
2.303431464466529022e+00 1.554745386883013049e-04
2.303668979311206844e+00 1.707746415380690622e-04
2.303906494155884666e+00 1.608224315205370218e-04
2.304144009000562487e+00 1.280626196956943851e-04
2.304381523845240309e+00 8.343930139364857598e-05
2.304619038689918131e+00 6.144416372216936998e-05
2.304856553534595953e+00 9.496035695587799492e-05
2.305094068379273775e+00 1.391237015896445376e-04
2.305331583223951597e+00 1.675857717675680546e-04
2.305569098068629419e+00 1.717553971275240330e-04
2.305806612913307241e+00 1.504785069928232441e-04
2.306044127757985063e+00 1.094463711550516886e-04
2.306281642602662441e+00 6.711232755141057296e-05
2.306519157447340262e+00 7.202910814757158419e-05
2.306756672292018084e+00 1.170024023535178558e-04
2.306994187136695906e+00 1.566373746433031948e-04
2.307231701981373728e+00 1.751183799375643872e-04
2.307469216826051550e+00 1.674979869619233608e-04
2.307706731670729372e+00 1.355571012902074938e-04
2.307944246515407194e+00 8.918197327232197389e-05
2.308181761360085016e+00 6.049034426998429082e-05
2.308419276204762838e+00 9.167310571795969697e-05
2.308656791049440660e+00 1.385440716329156029e-04
2.308894305894118482e+00 1.704209182222015458e-04
2.309131820738796304e+00 1.775337496983800454e-04
2.309369335583474125e+00 1.580122345475625152e-04
2.309606850428151947e+00 1.168275391718549610e-04
2.309844365272829325e+00 7.061048814724235775e-05
2.310081880117507147e+00 6.877338911288466818e-05
2.310319394962184969e+00 1.147483706297977872e-04
2.310556909806862791e+00 1.577420032894491660e-04
2.310794424651540613e+00 1.796085356654911766e-04
2.311031939496218435e+00 1.745210044102214200e-04
2.311269454340896257e+00 1.435858065882293687e-04
2.311506969185574079e+00 9.572670696604780778e-05
2.311744484030251900e+00 6.036049092173459738e-05
2.311981998874929722e+00 8.820083942053028026e-05
2.312219513719607544e+00 1.378134354989946444e-04
2.312457028564285366e+00 1.733046543586246242e-04
2.312694543408963188e+00 1.835770663880865777e-04
2.312932058253641010e+00 1.660084253322505535e-04
2.313169573098318832e+00 1.248689970649149365e-04
2.313407087942996210e+00 7.514123679815376241e-05
2.313644602787674032e+00 6.569578052832793821e-05
2.313882117632351854e+00 1.122744665374425787e-04
2.314119632477029675e+00 1.587905064433257148e-04
2.314357147321707497e+00 1.842689533291406100e-04
2.314594662166385319e+00 1.819322606403279432e-04
2.314832177011063141e+00 1.521941872841330262e-04
2.315069691855740963e+00 1.030965047289561027e-04
2.315307206700418785e+00 6.123602405072093614e-05
2.315544721545096607e+00 8.455161220508298516e-05
2.315782236389774429e+00 1.369233168800500894e-04
2.316019751234452251e+00 1.762515099103352729e-04
2.316257266079130073e+00 1.899220428015495788e-04
2.316494780923807895e+00 1.745174222708799480e-04
2.316732295768485717e+00 1.336157583410779086e-04
2.316969810613163094e+00 8.073532770370932103e-05
2.317207325457840916e+00 6.293601003646889769e-05
2.317444840302518738e+00 1.095666384891185921e-04
2.317682355147196560e+00 1.597856654015003270e-04
2.317919869991874382e+00 1.891285607126693791e-04
2.318157384836552204e+00 1.897814734233245005e-04
2.318394899681230026e+00 1.614397000081754319e-04
2.318632414525907848e+00 1.113273080343893503e-04
2.318869929370585670e+00 6.328544557019527041e-05
2.319107444215263492e+00 8.074248408838845498e-05
2.319344959059941313e+00 1.358639142354973214e-04
2.319582473904619135e+00 1.792792258763339561e-04
2.319819988749296957e+00 1.966132331321661017e-04
2.320057503593974779e+00 1.836011483708078335e-04
2.320295018438652601e+00 1.431273987023166591e-04
2.320532533283329979e+00 8.742219173700287952e-05
2.320770048128007801e+00 6.068473038861356010e-05
2.321007562972685623e+00 1.066093624268322067e-04
2.321245077817363445e+00 1.607311260560908076e-04
2.321482592662041267e+00 1.942225191647484076e-04
2.321720107506719089e+00 1.981292542866251358e-04
2.321957622351396910e+00 1.713941738198727807e-04
2.322195137196074732e+00 1.204715551619004111e-04
2.322432652040752554e+00 6.664931715442428306e-05
2.322670166885430376e+00 7.680512462929659574e-05
2.322907681730108198e+00 1.346238288246698681e-04
2.323145196574786020e+00 1.824095207197421408e-04
2.323382711419463842e+00 2.037048670965320267e-04
2.323620226264141664e+00 1.933356469353901780e-04
2.323857741108819486e+00 1.534808549759053683e-04
2.324095255953496864e+00 9.523948985017858203e-05
2.324332770798174685e+00 5.919093732424982697e-05
2.324570285642852507e+00 1.033857788724143998e-04
2.324807800487530329e+00 1.616316366677317978e-04
2.325045315332208151e+00 1.995937387916635591e-04
2.325282830176885973e+00 2.070496683693002831e-04
2.325520345021563795e+00 1.821469268590956861e-04
2.325757859866241617e+00 1.306019456010583304e-04
2.325995374710919439e+00 7.143471098064232820e-05
2.326232889555597261e+00 7.279478610340050831e-05
2.326470404400275083e+00 1.331897446164519139e-04
2.326707919244952905e+00 1.856691172850638636e-04
2.326945434089630727e+00 2.112632462350822913e-04
2.327182948934308548e+00 2.038144319167565078e-04
2.327420463778986370e+00 1.647740829455363086e-04
2.327657978623663748e+00 1.042420510143864771e-04
2.327895493468341570e+00 5.875854380791266374e-05
2.328133008313019392e+00 9.987812686155527245e-05
2.328370523157697214e+00 1.624933926652286922e-04
2.328608038002375036e+00 2.052948972039648123e-04
2.328845552847052858e+00 2.166336245063115839e-04
2.329083067691730680e+00 1.938089077639266480e-04
2.329320582536408502e+00 1.418158691172617984e-04
2.329558097381086323e+00 7.772244418438313497e-05
2.329795612225764145e+00 6.880454857920291110e-05
2.330033127070441967e+00 1.315460534855864201e-04
2.330270641915119789e+00 1.890911359456464596e-04
2.330508156759797611e+00 2.193699406445230138e-04
2.330745671604475433e+00 2.151529506382043075e-04
2.330983186449153255e+00 1.771309326298857337e-04
2.331220701293830633e+00 1.145101291904064057e-04
2.331458216138508455e+00 5.972409587665006341e-05
2.331695730983186277e+00 9.606873408860312617e-05
2.331933245827864098e+00 1.633245402960328591e-04
2.332170760672541920e+00 2.113911633579228743e-04
2.332408275517219742e+00 2.269934171499316629e-04
2.332645790361897564e+00 2.065182540365237136e-04
2.332883305206575386e+00 1.542410400951337588e-04
2.333120820051253208e+00 8.558441425067980562e-05
2.333358334895931030e+00 6.498733096465811115e-05
2.333595849740608852e+00 1.296744227804814194e-04
2.333833364585286674e+00 1.927170123063876440e-04
2.334070879429964496e+00 2.281261106428221518e-04
2.334308394274642318e+00 2.274945994479574325e-04
2.334545909119320140e+00 1.907077408846872342e-04
2.334783423963997517e+00 1.261576371167589866e-04
2.335020938808675339e+00 6.241587709714497233e-05
2.335258453653353161e+00 9.194204588630616997e-05
2.335495968498030983e+00 1.641359213041443431e-04
2.335733483342708805e+00 2.179639267500127497e-04
2.335970998187386627e+00 2.382688946376202278e-04
2.336208513032064449e+00 2.204478410116168460e-04
2.336446027876742271e+00 1.680430172961705623e-04
2.336683542721420093e+00 9.510528527276299092e-05
2.336921057566097915e+00 6.158772034680341139e-05
2.337158572410775736e+00 1.275533082749558860e-04
2.337396087255453558e+00 1.965991786478865698e-04
2.337633602100131380e+00 2.376584367591444695e-04
2.337871116944809202e+00 2.410189439281422083e-04
2.338108631789487024e+00 2.057023633045291643e-04
2.338346146634164402e+00 1.393414488075296804e-04
2.338583661478842224e+00 6.711201850955393307e-05
2.338821176323520046e+00 8.748860417261354985e-05
2.339058691168197868e+00 1.649421899484198749e-04
2.339296206012875690e+00 2.251159875860117912e-04
2.339533720857553512e+00 2.506359661384134955e-04
2.339771235702231333e+00 2.358156768539010025e-04
2.340008750546909155e+00 1.834355315259811011e-04
2.340246265391586977e+00 1.064041345011788913e-04
2.340483780236264799e+00 5.898133487574395257e-05
2.340721295080942621e+00 1.251574321520753090e-04
2.340958809925620443e+00 2.008048825962576453e-04
2.341196324770298265e+00 2.481273958278686965e-04
2.341433839614976087e+00 2.559531319213944971e-04
2.341671354459653909e+00 2.223667256125698042e-04
2.341908869304331287e+00 1.542731819365520513e-04
2.342146384149009108e+00 7.402531883339375179e-05
2.342383898993686930e+00 8.271272723110574218e-05
2.342621413838364752e+00 1.657635182084231721e-04
2.342858928683042574e+00 2.329789147812438691e-04
2.343096443527720396e+00 2.643185412815979795e-04
2.343333958372398218e+00 2.528994495546252482e-04
2.343571473217076040e+00 2.006949599056338611e-04
2.343808988061753862e+00 1.196550770688841305e-04
2.344046502906431684e+00 5.770605814878280570e-05
2.344284017751109506e+00 1.224572790213761502e-04
2.344521532595787328e+00 2.054217366114183024e-04
2.344759047440465149e+00 2.597390330726266562e-04
2.344996562285142971e+00 2.725880279766522852e-04
2.345234077129820793e+00 2.410245521183616922e-04
2.345471591974498171e+00 1.712352875095480122e-04
2.345709106819175993e+00 8.332819360961598221e-05
2.345946621663853815e+00 7.764729986352686918e-05
2.346184136508531637e+00 1.666282517356517106e-04
2.346421651353209459e+00 2.417236965722045154e-04
2.346659166197887281e+00 2.796056222708309907e-04
2.346896681042565103e+00 2.720572666530036879e-04
2.347134195887242925e+00 2.201809845703953149e-04
2.347371710731920746e+00 1.351088232235629345e-04
2.347609225576598568e+00 5.844743506212410133e-05
2.347846740421276390e+00 1.194187331277474890e-04
2.348084255265954212e+00 2.105659709310637529e-04
2.348321770110632034e+00 2.727620721446858028e-04
2.348559284955309856e+00 2.913014980031825778e-04
2.348796799799987678e+00 2.620968864536854862e-04
2.349034314644665056e+00 1.906040107352697220e-04
2.349271829489342878e+00 9.520579755145819236e-05
2.349509344334020700e+00 7.238232017448513597e-05
2.349746859178698521e+00 1.675771455806087913e-04
2.349984374023376343e+00 2.515765251771665033e-04
2.350221888868054165e+00 2.968763287914923587e-04
2.350459403712731987e+00 2.937578641264706417e-04
2.350696918557409809e+00 2.423666624112117015e-04
2.350934433402087631e+00 1.531189982815067685e-04
2.351171948246765453e+00 6.194019097580364568e-05
2.351409463091443275e+00 1.160031241710835788e-04
2.351646977936121097e+00 2.163950316404790865e-04
2.351884492780798919e+00 2.875534001821398837e-04
2.352122007625476741e+00 3.125928126457620890e-04
2.352359522470154563e+00 2.861396497619237149e-04
2.352597037314832384e+00 2.128831285097652762e-04
2.352834552159509762e+00 1.099170877256925937e-04
2.353072067004187584e+00 6.711969350772430283e-05
2.353309581848865406e+00 1.686703051368657763e-04
2.353547096693543228e+00 2.628428265368547485e-04
2.353784611538221050e+00 3.166374889834346193e-04
2.354022126382898872e+00 3.186257046117061190e-04
2.354259641227576694e+00 2.678831903439451512e-04
2.354497156072254516e+00 1.741786365111778155e-04
2.354734670916932338e+00 6.882252244745648497e-05
2.354972185761610159e+00 1.121682474746624268e-04
2.355209700606287981e+00 2.231273937896830926e-04
2.355447215450965803e+00 3.045971048442579340e-04
2.355684730295643625e+00 3.371348678552802086e-04
2.355922245140321447e+00 3.139003493023867519e-04
2.356159759984999269e+00 2.387548011224778022e-04
2.356397274829676647e+00 1.278552226933320245e-04
2.356634789674354469e+00 6.227458406739245318e-05
2.356872304519032291e+00 1.699989254848063662e-04
2.357109819363710113e+00 2.759449871534487455e-04
2.357347334208387934e+00 3.395817942525348760e-04
2.357584849053065756e+00 3.475102412895844347e-04
2.357822363897743578e+00 2.975883310465711213e-04
2.358059878742421400e+00 1.989747185529254221e-04
2.358297393587099222e+00 7.957570461158881175e-05
2.358534908431777044e+00 1.078715471326179638e-04
2.358772423276454866e+00 2.310748108246321033e-04
2.359009938121132688e+00 3.245662329457880751e-04
2.359247452965810510e+00 3.658559552309820955e-04
2.359484967810488332e+00 3.464062925144316797e-04
2.359722482655166154e+00 2.691583435772965235e-04
2.359959997499843531e+00 1.496138020668626525e-04
2.360197512344521353e+00 5.864050332870261105e-05
2.360435027189199175e+00 1.717058947854461733e-04
2.360672542033876997e+00 2.914837392712111295e-04
2.360910056878554819e+00 3.666808913966163844e-04
2.361147571723232641e+00 3.815958594075148061e-04
2.361385086567910463e+00 3.326743016933539267e-04
2.361622601412588285e+00 2.284734094828730713e-04
2.361860116257266107e+00 9.462796920721322524e-05
2.362097631101943929e+00 1.030779665045202046e-04
2.362335145946621751e+00 2.406969477357152518e-04
2.362572660791299572e+00 3.484242433451799001e-04
2.362810175635977394e+00 4.000725294369854236e-04
2.363047690480655216e+00 3.851066727859696988e-04
2.363285205325333038e+00 3.054161861453822346e-04
2.363522720170010416e+00 1.760758672226594719e-04
2.363760235014688238e+00 5.756649783713826442e-05
2.363997749859366060e+00 1.740235681594317848e-04
2.364235264704043882e+00 3.103423094487731560e-04
2.364472779548721704e+00 3.993404809269131294e-04
2.364710294393399526e+00 4.225832461288711660e-04
2.364947809238077348e+00 3.748442213007167835e-04
2.365185324082755169e+00 2.640581901579648529e-04
2.365422838927432991e+00 1.145546557488932160e-04
2.365660353772110813e+00 9.777776950821132453e-05
2.365897868616788635e+00 2.526983972186943911e-04
2.366135383461466457e+00 3.775992335238175261e-04
2.366372898306144279e+00 4.417141829383153273e-04
2.366610413150822101e+00 4.321110085707233922e-04
2.366847927995499923e+00 3.494430396810284368e-04
2.367085442840177301e+00 2.085523559076318486e-04
2.367322957684855123e+00 6.089475262354459889e-05
2.367560472529532944e+00 1.773467367747646713e-04
2.367797987374210766e+00 3.338721347865472979e-04
2.368035502218888588e+00 4.396712915718309009e-04
2.368273017063566410e+00 4.730025910768208253e-04
2.368510531908244232e+00 4.266134755609690796e-04
2.368748046752922054e+00 3.077624377170682106e-04
2.368985561597599876e+00 1.402903361169830691e-04
2.369223076442277698e+00 9.202556763674889847e-05
2.369460591286955520e+00 2.682109406113139440e-04
2.369698106131633342e+00 4.142994853973199659e-04
2.369935620976311164e+00 4.937248316844165038e-04
2.370173135820988986e+00 4.906093219140392940e-04
2.370410650665666807e+00 4.041092352313274075e-04
2.370648165510344185e+00 2.490145359432200181e-04
2.370885680355022007e+00 7.039819456002542478e-05
2.371123195199699829e+00 1.823828104286019430e-04
2.371360710044377651e+00 3.642445446514208651e-04
2.371598224889055473e+00 4.909904310652125643e-04
2.371835739733733295e+00 5.367850079085933947e-04
2.372073254578411117e+00 4.918518626273659863e-04
2.372310769423088939e+00 3.626789157094635640e-04
2.372548284267766761e+00 1.733584739616975557e-04
2.372785799112444582e+00 8.602395405381788073e-05
2.373023313957122404e+00 2.891602710280218058e-04
2.373260828801800226e+00 4.621232584765638221e-04
2.373498343646478048e+00 5.608239439438485489e-04
2.373735858491155870e+00 5.656576592881679046e-04
2.373973373335833692e+00 4.739068991764160089e-04
2.374210888180511070e+00 3.005032862273525080e-04
2.374448403025188892e+00 8.723684530479960302e-05
2.374685917869866714e+00 1.904861259135255018e-04
2.374923432714544536e+00 4.051679677211864473e-04
2.375160947559222357e+00 5.588167857332660598e-04
2.375398462403900179e+00 6.203776683927578889e-04
2.375635977248578001e+00 5.768222147774134658e-04
2.375873492093255823e+00 4.337197122528155908e-04
2.376111006937933645e+00 2.161883575034150799e-04
2.376348521782611467e+00 8.029884017099865948e-05
2.376586036627289289e+00 3.190697398584725598e-04
2.376823551471967111e+00 5.273365424775155932e-04
2.377061066316644933e+00 6.510666778803618189e-04
2.377298581161322755e+00 6.657573449012876539e-04
2.377536096006000577e+00 5.662532804837329880e-04
2.377773610850677954e+00 3.678793204505117673e-04
2.378011125695355776e+00 1.121518663408685955e-04
2.378248640540033598e+00 2.044796496582238421e-04
2.378486155384711420e+00 4.634944218428918941e-04
2.378723670229389242e+00 6.530312718583017014e-04
2.378961185074067064e+00 7.351111628900250253e-04
2.379198699918744886e+00 6.923297321198137663e-04
2.379436214763422708e+00 5.291140570895026297e-04
2.379673729608100530e+00 2.725945779842975478e-04
2.379911244452778352e+00 7.607294303769385961e-05
2.380148759297456174e+00 3.650263204337620012e-04
2.380386274142133995e+00 6.218434301310828399e-04
2.380623788986811817e+00 7.793713005185351353e-04
2.380861303831489639e+00 8.063327140829883687e-04
2.381098818676167461e+00 6.942457944163164937e-04
2.381336333520844839e+00 4.592343087032181950e-04
2.381573848365522661e+00 1.456633948118341904e-04
2.381811363210200483e+00 2.309525436003889666e-04
2.382048878054878305e+00 5.532876089440203881e-04
2.382286392899556127e+00 7.931401500405428281e-04
2.382523907744233949e+00 9.027975476630879445e-04
2.382761422588911771e+00 8.586133404691284089e-04
2.382998937433589592e+00 6.635450138025650790e-04
2.383236452278267414e+00 3.482997984856264079e-04
2.383473967122945236e+00 7.641672264012068407e-05
2.383711481967623058e+00 4.432483412776996585e-04
2.383948996812300880e+00 7.711141295759847518e-04
2.384186511656978702e+00 9.765910845057638925e-04
2.384424026501656524e+00 1.018327312190679852e-03
2.384661541346334346e+00 8.830122664475307821e-04
2.384899056191011724e+00 5.883964204163122597e-04
2.385136571035689546e+00 1.860010856525431738e-04
2.385374085880367367e+00 2.879105973065750231e-04
2.385611600725045189e+00 7.080026496436771797e-04
2.385849115569723011e+00 1.023262066543267250e-03
2.386086630414400833e+00 1.170968020608728795e-03
2.386324145259078655e+00 1.117799615628302726e-03
2.386561660103756477e+00 8.648290360548120323e-04
2.386799174948434299e+00 4.495052318245964661e-04
2.387036689793112121e+00 9.465185519443928392e-05
2.387274204637789943e+00 5.984629946970850250e-04
2.387511719482467765e+00 1.039818396656029499e-03
2.387749234327145587e+00 1.317251252088927176e-03
2.387986749171823408e+00 1.372673653227308435e-03
2.388224264016501230e+00 1.185187145571098234e-03
2.388461778861178608e+00 7.764408856456480592e-04
2.388699293705856430e+00 2.141391117574663089e-04
2.388936808550534252e+00 4.375703569374039771e-04
2.389174323395212074e+00 1.026861658404477863e-03
2.389411838239889896e+00 1.465048723449563104e-03
2.389649353084567718e+00 1.662273667263111871e-03
2.389886867929245540e+00 1.568247354436622457e-03
2.390124382773923362e+00 1.182330834869748737e-03
2.390361897618601184e+00 5.577783457270393212e-04
2.390599412463279005e+00 2.254149583746070033e-04
2.390836927307956827e+00 9.954899497551209127e-04
2.391074442152634649e+00 1.640336871238796653e-03
2.391311956997312471e+00 2.024162238183525777e-03
2.391549471841990293e+00 2.055584370904031070e-03
2.391786986686668115e+00 1.701444582573203744e-03
2.392024501531345493e+00 9.979999767932522508e-04
2.392262016376023315e+00 8.526376880735973417e-05
2.392499531220701137e+00 9.940026498029153751e-04
2.392737046065378959e+00 1.924004477555756867e-03
2.392974560910056780e+00 2.561373379215244311e-03
2.393212075754734602e+00 2.757291514270590778e-03
2.393449590599412424e+00 2.440597478087880561e-03
2.393687105444090246e+00 1.646909523465162929e-03
2.393924620288768068e+00 5.374476573412869046e-04
2.394162135133445890e+00 6.219554413357569929e-04
2.394399649978123712e+00 1.419145389186744809e-03
2.394637164822801534e+00 1.413909112456625695e-03
2.394874679667479356e+00 1.352919437531993445e-04
2.395112194512157178e+00 2.851491371917752506e-03
2.395349709356835000e+00 7.859872770188595578e-03
2.395587224201512377e+00 1.505132833328039904e-02
2.395824739046190199e+00 2.438035373356285326e-02
2.396062253890868021e+00 3.557626015613340326e-02
2.396299768735545843e+00 4.814698850065635138e-02
2.396537283580223665e+00 6.140904558199437868e-02
2.396774798424901487e+00 7.454145142134487034e-02
2.397012313269579309e+00 8.665847603468397609e-02
2.397249828114257131e+00 9.689338825474193284e-02
2.397487342958934953e+00 1.044838122025407157e-01
2.397724857803612775e+00 1.088488278627509631e-01
2.397962372648290597e+00 1.096487437947692850e-01
2.398199887492968418e+00 1.068204268566016468e-01
2.398437402337646240e+00 1.005839521248200474e-01
2.398674917182324062e+00 9.141976620438163614e-02
2.398912432027001884e+00 8.001909334803597451e-02
2.399149946871679262e+00 6.721349603685340679e-02
2.399387461716357084e+00 5.389191809849985804e-02
2.399624976561034906e+00 4.091488193813675595e-02
2.399862491405712728e+00 2.903562114068887132e-02
2.400100006250390550e+00 1.883681228444568020e-02
2.400337521095068372e+00 1.068940068723047733e-02
2.400575035939746193e+00 4.737152530569897595e-03
2.400812550784424015e+00 9.089854615676080940e-04
2.401050065629101837e+00 1.064236877864994327e-03
2.401287580473779659e+00 1.554822059920168411e-03
2.401525095318457481e+00 1.033576698729670503e-03
2.401762610163135303e+00 3.374369333802444996e-05
2.402000125007813125e+00 1.210470926696939620e-03
2.402237639852490947e+00 2.176581615362830919e-03
2.402475154697168769e+00 2.713618452728141107e-03
