# tau K_raw K_smooth K_GUE
1.158772515010006776e+00 9.124973737956529884e-01 8.432452616605642381e-01 1.000000000000000000e+00
1.160773849232821897e+00 1.487704115553111661e+00 8.720598167857442906e-01 1.000000000000000000e+00
1.162775183455637240e+00 1.730019906707660204e-01 8.752940771264978714e-01 1.000000000000000000e+00
1.164776517678452361e+00 7.491774220687821839e-03 8.262619562627201431e-01 1.000000000000000000e+00
1.166777851901267704e+00 8.443509081618605361e-01 7.697581352583341419e-01 1.000000000000000000e+00
1.168779186124082825e+00 2.984702678663969100e-01 7.364816354545588029e-01 1.000000000000000000e+00
1.170780520346897946e+00 4.198732419595541110e-01 6.982415874725420579e-01 1.000000000000000000e+00
1.172781854569713289e+00 1.837134675276453244e+00 6.861852394255442134e-01 1.000000000000000000e+00
1.174783188792528410e+00 2.476784332847901393e-01 6.769614661955171142e-01 1.000000000000000000e+00
1.176784523015343753e+00 5.177416195186498316e-01 6.360234651597844735e-01 1.000000000000000000e+00
1.178785857238158874e+00 1.015358364953466014e-01 5.945111635566346919e-01 1.000000000000000000e+00
1.180787191460973995e+00 2.869780167542761509e-02 5.378765426786276116e-01 1.000000000000000000e+00
1.182788525683789338e+00 3.327171400523376010e-01 5.624581996499338210e-01 1.000000000000000000e+00
1.184789859906604459e+00 1.448509179594954510e-01 5.590328149837656690e-01 1.000000000000000000e+00
1.186791194129419802e+00 1.878349026342187145e+00 5.624827762435717915e-01 1.000000000000000000e+00
1.188792528352234923e+00 1.569271706196863625e-01 6.005037829176453901e-01 1.000000000000000000e+00
1.190793862575050044e+00 6.555942026182726146e-01 5.603991397868675062e-01 1.000000000000000000e+00
1.192795196797865387e+00 1.486622671377250404e-01 5.607943529145376083e-01 1.000000000000000000e+00
1.194796531020680508e+00 2.629003279365170198e-01 5.895450167260390950e-01 1.000000000000000000e+00
1.196797865243495851e+00 7.544987201644773878e-01 6.222081346500893950e-01 1.000000000000000000e+00
1.198799199466310972e+00 1.086470835147142822e+00 6.231217601695686614e-01 1.000000000000000000e+00
1.200800533689126093e+00 1.667477910003996477e+00 6.241184121108326321e-01 1.000000000000000000e+00
1.202801867911941436e+00 3.408079401977714973e-01 6.216963015742413834e-01 1.000000000000000000e+00
1.204803202134756557e+00 8.148359772428885872e-01 6.252970827064219250e-01 1.000000000000000000e+00
1.206804536357571900e+00 1.504931551624779373e-01 6.584580452269607198e-01 1.000000000000000000e+00
1.208805870580387021e+00 4.537034906177021126e-02 6.819724556801318727e-01 1.000000000000000000e+00
1.210807204803202142e+00 1.627823080071703066e-01 6.951931102275262786e-01 1.000000000000000000e+00
1.212808539026017485e+00 9.800693524212732433e-01 7.028221238498288947e-01 1.000000000000000000e+00
1.214809873248832606e+00 4.164226953936565612e-01 6.634584008210312467e-01 1.000000000000000000e+00
1.216811207471647949e+00 1.663318359915250955e-01 6.585476090797419690e-01 1.000000000000000000e+00
1.218812541694463070e+00 5.897989904634841629e-01 6.707676069174448585e-01 1.000000000000000000e+00
1.220813875917278191e+00 5.540989720792500323e-02 6.895875973549905336e-01 1.000000000000000000e+00
1.222815210140093534e+00 1.064697656396135450e+00 6.988170993199510628e-01 1.000000000000000000e+00
1.224816544362908655e+00 1.788495780626681367e-02 7.196642291951764747e-01 1.000000000000000000e+00
1.226817878585723998e+00 4.860858209233394067e-01 7.198632449861144256e-01 1.000000000000000000e+00
1.228819212808539119e+00 1.701972296257738160e+00 7.109429410914045455e-01 1.000000000000000000e+00
1.230820547031354240e+00 2.753365415947109374e-01 7.085835631513959232e-01 1.000000000000000000e+00
1.232821881254169583e+00 3.401261096724028099e-01 7.071047102459351308e-01 1.000000000000000000e+00
1.234823215476984704e+00 1.447030688565133838e+00 7.244482980149014040e-01 1.000000000000000000e+00
1.236824549699800047e+00 1.756604599457795235e+00 7.212755076481112138e-01 1.000000000000000000e+00
1.238825883922615168e+00 7.713044386683175491e-01 7.069769772094507410e-01 1.000000000000000000e+00
1.240827218145430288e+00 9.533601033874742336e-01 6.827595099890759744e-01 1.000000000000000000e+00
1.242828552368245631e+00 1.388397583552867687e+00 6.468183995643542739e-01 1.000000000000000000e+00
1.244829886591060752e+00 3.206340170901715303e-01 6.540587222739977502e-01 1.000000000000000000e+00
1.246831220813876095e+00 1.367091237562775508e+00 6.367715303995526988e-01 1.000000000000000000e+00
1.248832555036691216e+00 1.808441736741874140e+00 6.347870248360918399e-01 1.000000000000000000e+00
1.250833889259506337e+00 8.405171043095721606e-01 6.405290668623269124e-01 1.000000000000000000e+00
1.252835223482321680e+00 7.326628004739602629e-01 6.592374218190161228e-01 1.000000000000000000e+00
1.254836557705136801e+00 2.232220310957521436e-01 6.667350014587225537e-01 1.000000000000000000e+00
1.256837891927952144e+00 4.633597189192635579e-02 6.678344524618384792e-01 1.000000000000000000e+00
1.258839226150767265e+00 1.018761530864467968e+00 6.809967685286459904e-01 1.000000000000000000e+00
1.260840560373582386e+00 8.731554444347200405e-01 6.692175443055818906e-01 1.000000000000000000e+00
1.262841894596397729e+00 4.071073822388109331e-01 6.876482112089608023e-01 1.000000000000000000e+00
1.264843228819212850e+00 1.187449464936580767e+00 6.886915684092262957e-01 1.000000000000000000e+00
1.266844563042028193e+00 1.530105653879469674e-01 7.051785134267829491e-01 1.000000000000000000e+00
1.268845897264843314e+00 1.512616566659083617e+00 7.054615978897305073e-01 1.000000000000000000e+00
1.270847231487658435e+00 6.019267507933186157e-02 7.330865249445208676e-01 1.000000000000000000e+00
1.272848565710473778e+00 5.949612334943806813e-01 7.922859141499223323e-01 1.000000000000000000e+00
1.274849899933288899e+00 8.597493656653448779e-01 8.538090487762912684e-01 1.000000000000000000e+00
1.276851234156104242e+00 1.328159228981160012e-01 8.382116326753428215e-01 1.000000000000000000e+00
1.278852568378919363e+00 1.682589721793984749e-01 8.006770514088297208e-01 1.000000000000000000e+00
1.280853902601734706e+00 9.355467911178044771e-02 7.854778685844618913e-01 1.000000000000000000e+00
1.282855236824549827e+00 1.938923825904066145e-01 7.762393465701318274e-01 1.000000000000000000e+00
1.284856571047364948e+00 6.376611712931562481e-01 7.908046381390764212e-01 1.000000000000000000e+00
1.286857905270180291e+00 1.060611103906419495e-01 7.855172815634895445e-01 1.000000000000000000e+00
1.288859239492995412e+00 6.912842706058038023e-02 7.567975829703010859e-01 1.000000000000000000e+00
1.290860573715810755e+00 2.807940721374026505e-01 7.450764280988739774e-01 1.000000000000000000e+00
1.292861907938625876e+00 9.298248612314322648e-01 8.106190887678230705e-01 1.000000000000000000e+00
1.294863242161440997e+00 1.287470117649236689e+00 8.097024623119782882e-01 1.000000000000000000e+00
1.296864576384256340e+00 4.615001865214121146e-01 8.164350282855040719e-01 1.000000000000000000e+00
1.298865910607071461e+00 7.059867947306300850e-01 8.937965317367237983e-01 1.000000000000000000e+00
1.300867244829886804e+00 1.068507973178543374e-01 8.789719692099401405e-01 1.000000000000000000e+00
1.302868579052701925e+00 8.110672402464637054e-01 8.775481616339798618e-01 1.000000000000000000e+00
1.304869913275517046e+00 1.107475301607022011e+00 8.795615099334055387e-01 1.000000000000000000e+00
1.306871247498332389e+00 6.938497035260898782e-01 8.511521564626070013e-01 1.000000000000000000e+00
1.308872581721147510e+00 4.976922839041895141e-01 8.602786844121910192e-01 1.000000000000000000e+00
1.310873915943962853e+00 2.834594305504140710e+00 8.354438664225162237e-01 1.000000000000000000e+00
1.312875250166777974e+00 2.702511499016171381e+00 8.526344197630614241e-01 1.000000000000000000e+00
1.314876584389593095e+00 2.862574629353530575e+00 8.451713091134527289e-01 1.000000000000000000e+00
1.316877918612408438e+00 8.075366284262461836e-01 8.357130791975926343e-01 1.000000000000000000e+00
1.318879252835223559e+00 2.176867675307597172e-01 8.569873743219691420e-01 1.000000000000000000e+00
1.320880587058038902e+00 1.481379428692330136e-01 8.563402466450581452e-01 1.000000000000000000e+00
1.322881921280854023e+00 5.745807007999410576e-01 9.413321702487145171e-01 1.000000000000000000e+00
1.324883255503669144e+00 1.985574537879593260e+00 9.881639214962084639e-01 1.000000000000000000e+00
1.326884589726484487e+00 1.038523974911139403e-01 1.007343343147548032e+00 1.000000000000000000e+00
1.328885923949299608e+00 1.895835952420492909e-01 1.018205705862506250e+00 1.000000000000000000e+00
1.330887258172114951e+00 1.327874387013363577e+00 1.027800968787005553e+00 1.000000000000000000e+00
1.332888592394930072e+00 3.527766191736482426e+00 1.067413705180726868e+00 1.000000000000000000e+00
1.334889926617745193e+00 6.950811157843233001e-01 1.068552551691294816e+00 1.000000000000000000e+00
1.336891260840560536e+00 4.992572360103089135e-01 1.075137189965563511e+00 1.000000000000000000e+00
1.338892595063375657e+00 3.218157613391935179e+00 1.086485683884095721e+00 1.000000000000000000e+00
1.340893929286191000e+00 4.109544672663391629e-01 1.070225460046758448e+00 1.000000000000000000e+00
1.342895263509006121e+00 8.147793338203472846e-01 1.078819609348150355e+00 1.000000000000000000e+00
1.344896597731821242e+00 4.896546625152632393e-01 1.064465957615061686e+00 1.000000000000000000e+00
1.346897931954636585e+00 2.266597263384129146e-02 1.048466896131086568e+00 1.000000000000000000e+00
1.348899266177451706e+00 5.271982113208897314e-01 1.039110220656609851e+00 1.000000000000000000e+00
1.350900600400267049e+00 4.943890290824192180e-01 1.069996831566729645e+00 1.000000000000000000e+00
1.352901934623082170e+00 7.650053620416847888e-01 1.013418594844610610e+00 1.000000000000000000e+00
1.354903268845897291e+00 2.889736968604241230e-01 9.519445574845377678e-01 1.000000000000000000e+00
1.356904603068712634e+00 4.719619391150841059e-01 8.887662449864950354e-01 1.000000000000000000e+00
1.358905937291527755e+00 1.005062022997551985e+00 8.947194836090817116e-01 1.000000000000000000e+00
1.360907271514343098e+00 1.417267374260463564e-01 8.897367687023460814e-01 1.000000000000000000e+00
1.362908605737158219e+00 3.578223546861689641e+00 9.252168010162287182e-01 1.000000000000000000e+00
1.364909939959973340e+00 2.113994183737660126e+00 9.358595456498002285e-01 1.000000000000000000e+00
1.366911274182788683e+00 1.424017458998081631e+00 9.104310548605991649e-01 1.000000000000000000e+00
1.368912608405603804e+00 5.514179817039219778e-01 9.432735229707602809e-01 1.000000000000000000e+00
1.370913942628419147e+00 4.625342069650581478e-01 9.643655231278634998e-01 1.000000000000000000e+00
1.372915276851234267e+00 1.904916264279963745e+00 9.327924222240072671e-01 1.000000000000000000e+00
1.374916611074049388e+00 9.765175681647287886e-01 1.021936634595813409e+00 1.000000000000000000e+00
1.376917945296864731e+00 1.557440286894256065e+00 1.008706859466599326e+00 1.000000000000000000e+00
1.378919279519679852e+00 9.267884371812307176e-01 1.057967117623438646e+00 1.000000000000000000e+00
1.380920613742495195e+00 3.931761739979845738e-02 1.079382336630505979e+00 1.000000000000000000e+00
1.382921947965310316e+00 4.592109186749206984e-01 1.132394984955063411e+00 1.000000000000000000e+00
1.384923282188125437e+00 2.225675191898358607e-01 1.115855323920768694e+00 1.000000000000000000e+00
1.386924616410940780e+00 4.515137807640471901e-01 1.123286476258288147e+00 1.000000000000000000e+00
1.388925950633755901e+00 3.102260090725374453e-01 1.167328747191388683e+00 1.000000000000000000e+00
1.390927284856571244e+00 1.764043331219094624e+00 1.194170043062382502e+00 1.000000000000000000e+00
1.392928619079386365e+00 5.148865998972701474e-01 1.195615127689036328e+00 1.000000000000000000e+00
1.394929953302201486e+00 1.820759672531793716e-01 1.209399328052540579e+00 1.000000000000000000e+00
1.396931287525016829e+00 2.722638169337827097e-01 1.232247915100169289e+00 1.000000000000000000e+00
1.398932621747831950e+00 1.051619411952295469e+00 1.278567479584272970e+00 1.000000000000000000e+00
1.400933955970647293e+00 1.339545635460289569e-02 1.255181647854642701e+00 1.000000000000000000e+00
1.402935290193462414e+00 1.602819267738414988e+00 1.355021893236455721e+00 1.000000000000000000e+00
1.404936624416277535e+00 1.010933230776376313e+00 1.415018938383271419e+00 1.000000000000000000e+00
1.406937958639092878e+00 9.430064155223496503e-01 1.378048997271854148e+00 1.000000000000000000e+00
1.408939292861907999e+00 1.450393590007720945e+00 1.350072878081761907e+00 1.000000000000000000e+00
1.410940627084723342e+00 1.054355601683282018e+00 1.349526582683281406e+00 1.000000000000000000e+00
1.412941961307538463e+00 3.337724995525486599e-02 1.346819797495687254e+00 1.000000000000000000e+00
1.414943295530353584e+00 7.182678898980538129e+00 1.341225658348008887e+00 1.000000000000000000e+00
1.416944629753168927e+00 1.526603354865453122e-01 1.335204053651668499e+00 1.000000000000000000e+00
1.418945963975984048e+00 2.518927820440723497e+00 1.305112056124324571e+00 1.000000000000000000e+00
1.420947298198799391e+00 4.096181592681698902e+00 1.317333906280630851e+00 1.000000000000000000e+00
1.422948632421614512e+00 2.584473048573187270e+00 1.328946564550216536e+00 1.000000000000000000e+00
1.424949966644429633e+00 1.366532314142620275e-01 1.385268682814666530e+00 1.000000000000000000e+00
1.426951300867244976e+00 7.943319083535532732e-01 1.395991791755986311e+00 1.000000000000000000e+00
1.428952635090060097e+00 1.828399080890973805e+00 1.407412770142929759e+00 1.000000000000000000e+00
1.430953969312875440e+00 1.627691342031634569e+00 1.477218321206152707e+00 1.000000000000000000e+00
1.432955303535690561e+00 5.536374987752309407e-01 1.459660235618636781e+00 1.000000000000000000e+00
1.434956637758505682e+00 1.330157576945351749e+00 1.472856390336093835e+00 1.000000000000000000e+00
1.436957971981321025e+00 1.225765765813199737e+00 1.480713703878986154e+00 1.000000000000000000e+00
1.438959306204136146e+00 2.371064082963334485e+00 1.512183946912674326e+00 1.000000000000000000e+00
1.440960640426951489e+00 4.624292208272370863e-02 1.515213722368631499e+00 1.000000000000000000e+00
1.442961974649766610e+00 4.235176798080373395e+00 1.532206899690994550e+00 1.000000000000000000e+00
1.444963308872581731e+00 6.038102397881128347e+00 1.537435580306600880e+00 1.000000000000000000e+00
1.446964643095397074e+00 5.982265981695528145e-01 1.548977914258822253e+00 1.000000000000000000e+00
1.448965977318212195e+00 2.769965722043102874e-01 1.531825214488477638e+00 1.000000000000000000e+00
1.450967311541027538e+00 5.290198703662135626e-01 1.519227250969142240e+00 1.000000000000000000e+00
1.452968645763842659e+00 3.515560142736914861e-01 1.502916722570632579e+00 1.000000000000000000e+00
1.454969979986658002e+00 1.675556559225152897e+00 1.534020660014758342e+00 1.000000000000000000e+00
1.456971314209473123e+00 7.296317756147727707e-01 1.431163873972851608e+00 1.000000000000000000e+00
1.458972648432288244e+00 3.236683882731568596e-01 1.434138693257571262e+00 1.000000000000000000e+00
1.460973982655103587e+00 1.427884293589783082e+00 1.400561167636832804e+00 1.000000000000000000e+00
1.462975316877918708e+00 5.154366064528234093e-01 1.363972196630021116e+00 1.000000000000000000e+00
1.464976651100734051e+00 2.768417767517361572e+00 1.303147512956501330e+00 1.000000000000000000e+00
1.466977985323549172e+00 6.622149857839496612e-01 1.332303913831190734e+00 1.000000000000000000e+00
1.468979319546364293e+00 9.197738946287288275e-01 1.343326921121555495e+00 1.000000000000000000e+00
1.470980653769179636e+00 3.172253602664681260e+00 1.309571906474517267e+00 1.000000000000000000e+00
1.472981987991994757e+00 1.044161822130940775e+00 1.275849180084145829e+00 1.000000000000000000e+00
1.474983322214810100e+00 1.055928943313009460e+00 1.267063692962443255e+00 1.000000000000000000e+00
1.476984656437625221e+00 5.042258225117600690e-01 1.239528527491551735e+00 1.000000000000000000e+00
1.478985990660440342e+00 1.562543781315008928e+00 1.237559105707763285e+00 1.000000000000000000e+00
1.480987324883255685e+00 1.175840205646532022e+00 1.180705427746238545e+00 1.000000000000000000e+00
1.482988659106070806e+00 7.101157265714924671e-01 1.223355243181355023e+00 1.000000000000000000e+00
1.484989993328886149e+00 1.817195172978266049e+00 1.130482958580184327e+00 1.000000000000000000e+00
1.486991327551701270e+00 1.484168922817459046e+00 9.865545971213997012e-01 1.000000000000000000e+00
1.488992661774516391e+00 2.397457249382187183e-01 9.887134691536372255e-01 1.000000000000000000e+00
1.490993995997331734e+00 9.338770857149709670e-01 1.089982269494422340e+00 1.000000000000000000e+00
1.492995330220146855e+00 3.856239373443864915e-01 1.083876621894151571e+00 1.000000000000000000e+00
1.494996664442962198e+00 1.308638685164407400e+00 1.132216850957830090e+00 1.000000000000000000e+00
1.496997998665777319e+00 2.965550671262354498e+00 1.107855753231452134e+00 1.000000000000000000e+00
1.498999332888592440e+00 2.746279261600577115e-01 1.121008738093270285e+00 1.000000000000000000e+00
1.501000667111407783e+00 1.142249269990454730e+00 1.123515637458062599e+00 1.000000000000000000e+00
1.503002001334222903e+00 2.596033781402417251e+00 1.114828500895852947e+00 1.000000000000000000e+00
1.505003335557038247e+00 9.066101795887242243e-02 1.107681980540413225e+00 1.000000000000000000e+00
1.507004669779853367e+00 1.332065667276521870e+00 1.054382978103037605e+00 1.000000000000000000e+00
1.509006004002668488e+00 1.246275207258510376e+00 1.049909702002758571e+00 1.000000000000000000e+00
1.511007338225483831e+00 4.444434803624068842e-01 1.044586799661868515e+00 1.000000000000000000e+00
1.513008672448298952e+00 2.450595600264078300e-01 9.713401256272090611e-01 1.000000000000000000e+00
1.515010006671114295e+00 1.934325267854301866e-01 9.485172382151976223e-01 1.000000000000000000e+00
1.517011340893929416e+00 2.012157926387930784e-01 9.244595392798704570e-01 1.000000000000000000e+00
1.519012675116744537e+00 1.145019472677877737e+00 9.311428919895734513e-01 1.000000000000000000e+00
1.521014009339559880e+00 4.006328654081917073e-02 8.997465643082761533e-01 1.000000000000000000e+00
1.523015343562375001e+00 1.794885354922497900e+00 8.779941904735162339e-01 1.000000000000000000e+00
1.525016677785190344e+00 4.274131294323706420e-01 8.783310694844203015e-01 1.000000000000000000e+00
1.527018012008005465e+00 1.370395780709655620e-01 8.348776089796002831e-01 1.000000000000000000e+00
1.529019346230820586e+00 6.867403514912875373e-01 8.049913576004786853e-01 1.000000000000000000e+00
1.531020680453635929e+00 4.429017386176497872e+00 8.052614234390136350e-01 1.000000000000000000e+00
1.533022014676451050e+00 2.786883187551166263e-01 7.986968237563909501e-01 1.000000000000000000e+00
1.535023348899266393e+00 2.333505405884511053e+00 8.432953352875756092e-01 1.000000000000000000e+00
1.537024683122081514e+00 6.767515524436589214e-01 8.547066841426854689e-01 1.000000000000000000e+00
1.539026017344896635e+00 1.268904154949313856e+00 7.835191432366473974e-01 1.000000000000000000e+00
1.541027351567711978e+00 4.264512622296390276e-01 7.831035990131069990e-01 1.000000000000000000e+00
1.543028685790527099e+00 1.071711694539181803e+00 7.654470242007027636e-01 1.000000000000000000e+00
1.545030020013342442e+00 2.224292718797989399e-01 7.402648591050191573e-01 1.000000000000000000e+00
1.547031354236157563e+00 5.831586675849541601e-01 7.423175965667532239e-01 1.000000000000000000e+00
1.549032688458972684e+00 4.788106656725178434e-01 7.197261655545683645e-01 1.000000000000000000e+00
1.551034022681788027e+00 7.015348986522416119e-01 6.952407944174472387e-01 1.000000000000000000e+00
1.553035356904603148e+00 1.691399672436413870e-01 7.115103137619414042e-01 1.000000000000000000e+00
1.555036691127418491e+00 1.084234382384723361e-01 7.796527111146827060e-01 1.000000000000000000e+00
1.557038025350233612e+00 6.956328696459690430e-02 7.797519944328632491e-01 1.000000000000000000e+00
1.559039359573048733e+00 7.782432836095815043e-01 8.008993751140613959e-01 1.000000000000000000e+00
1.561040693795864076e+00 2.752943463818215974e-01 7.828667656082469728e-01 1.000000000000000000e+00
1.563042028018679197e+00 2.839928784213723856e-01 7.925078191034531372e-01 1.000000000000000000e+00
1.565043362241494540e+00 7.239277660185574614e-01 7.805366280526444545e-01 1.000000000000000000e+00
1.567044696464309661e+00 3.560329228064671586e-02 7.746823045238355743e-01 1.000000000000000000e+00
1.569046030687124782e+00 2.588326162734733149e-01 7.745918361577356359e-01 1.000000000000000000e+00
1.571047364909940125e+00 2.508184243181504902e-01 8.026565248536712271e-01 1.000000000000000000e+00
1.573048699132755246e+00 6.647284987274414414e-01 6.962249274529825893e-01 1.000000000000000000e+00
1.575050033355570589e+00 2.214162910122958294e+00 7.247294153216593537e-01 1.000000000000000000e+00
1.577051367578385710e+00 1.776503988223907760e+00 6.886610099571719434e-01 1.000000000000000000e+00
1.579052701801200831e+00 4.686149411480056148e-02 7.044342446002768154e-01 1.000000000000000000e+00
1.581054036024016174e+00 2.575906129948987711e-01 7.020859876933562838e-01 1.000000000000000000e+00
1.583055370246831295e+00 4.183297026818795228e-01 6.994537399352609430e-01 1.000000000000000000e+00
1.585056704469646638e+00 1.563565012479387839e+00 6.899558180802645158e-01 1.000000000000000000e+00
1.587058038692461759e+00 1.748232538899696098e-01 7.483019601988087910e-01 1.000000000000000000e+00
1.589059372915276880e+00 4.058169957769416913e-01 7.433498478324909176e-01 1.000000000000000000e+00
1.591060707138092223e+00 2.423749906365446349e-01 7.335832912546109696e-01 1.000000000000000000e+00
1.593062041360907344e+00 1.111493773486669667e+00 7.276981819903600712e-01 1.000000000000000000e+00
1.595063375583722687e+00 3.038897851488801205e+00 7.250988086369974939e-01 1.000000000000000000e+00
1.597064709806537808e+00 1.975031428308324510e-01 7.242096072359123227e-01 1.000000000000000000e+00
1.599066044029352929e+00 1.068258400567914324e+00 7.699244024384014340e-01 1.000000000000000000e+00
1.601067378252168272e+00 4.056824829394914955e-01 7.657083483759770104e-01 1.000000000000000000e+00
1.603068712474983393e+00 4.353464798442727157e-01 7.711889106302582952e-01 1.000000000000000000e+00
1.605070046697798736e+00 1.304066521839338577e+00 8.503232612879476626e-01 1.000000000000000000e+00
1.607071380920613857e+00 1.873858647512074427e-01 8.740842586206556408e-01 1.000000000000000000e+00
1.609072715143428978e+00 1.333303750608702543e-01 8.794527521276693793e-01 1.000000000000000000e+00
1.611074049366244321e+00 1.837392588024649775e+00 9.066405380104345380e-01 1.000000000000000000e+00
1.613075383589059442e+00 6.532189274825864200e-02 9.076566090711668533e-01 1.000000000000000000e+00
1.615076717811874785e+00 1.447372321370866466e+00 9.495393635138397181e-01 1.000000000000000000e+00
1.617078052034689906e+00 8.547007859405227892e-01 9.204306199229645991e-01 1.000000000000000000e+00
1.619079386257505027e+00 1.323454172810962115e+00 8.837508335888188959e-01 1.000000000000000000e+00
1.621080720480320370e+00 1.172625621765573944e+00 9.222782006060494808e-01 1.000000000000000000e+00
1.623082054703135491e+00 3.185291041477303908e-01 9.170967942805428041e-01 1.000000000000000000e+00
1.625083388925950834e+00 6.822968984843252871e-01 9.702054858680505545e-01 1.000000000000000000e+00
1.627084723148765955e+00 2.614621098740117944e+00 9.388913882803471278e-01 1.000000000000000000e+00
1.629086057371581298e+00 3.801220605659211271e-01 9.416077638014147544e-01 1.000000000000000000e+00
1.631087391594396419e+00 7.838184597943732845e-02 9.928333232248107709e-01 1.000000000000000000e+00
1.633088725817211539e+00 4.602454188179536665e-01 9.883658587083599123e-01 1.000000000000000000e+00
1.635090060040026883e+00 6.256565975577352279e-02 1.001672664571733540e+00 1.000000000000000000e+00
1.637091394262842003e+00 7.196618079398339751e-02 9.383258579225003393e-01 1.000000000000000000e+00
1.639092728485657346e+00 1.943869890266651801e+00 9.824794415075527310e-01 1.000000000000000000e+00
1.641094062708472467e+00 6.053850670501824682e-01 9.662761160383160908e-01 1.000000000000000000e+00
1.643095396931287588e+00 4.999973988073475595e-01 9.614910019921200091e-01 1.000000000000000000e+00
1.645096731154102931e+00 3.528501255386644608e+00 9.511574115462479995e-01 1.000000000000000000e+00
1.647098065376918052e+00 1.698128656659579461e+00 9.200662622756314857e-01 1.000000000000000000e+00
1.649099399599733395e+00 2.557115260682056856e-01 9.204838906303292045e-01 1.000000000000000000e+00
1.651100733822548516e+00 1.373531837466845262e+00 9.938429284925487384e-01 1.000000000000000000e+00
1.653102068045363637e+00 2.924773378081763076e-01 9.621954328644581889e-01 1.000000000000000000e+00
1.655103402268178980e+00 2.381921430877028456e+00 9.666461838186191091e-01 1.000000000000000000e+00
1.657104736490994101e+00 1.020704422897080743e+00 9.413845723760106976e-01 1.000000000000000000e+00
1.659106070713809444e+00 2.726327485239344872e-01 9.275842194528294282e-01 1.000000000000000000e+00
1.661107404936624565e+00 1.626483541821258649e+00 9.026973485845298795e-01 1.000000000000000000e+00
1.663108739159439686e+00 4.515295364911637438e-02 8.894333179678119983e-01 1.000000000000000000e+00
1.665110073382255029e+00 2.595786057769699173e+00 9.032627767917873474e-01 1.000000000000000000e+00
1.667111407605070150e+00 2.796870113835504545e-01 9.334883376546867506e-01 1.000000000000000000e+00
1.669112741827885493e+00 2.861946502537405235e-01 9.814795789341999033e-01 1.000000000000000000e+00
1.671114076050700614e+00 2.506064932136176093e+00 9.817329227397243452e-01 1.000000000000000000e+00
1.673115410273515735e+00 5.920894546205984071e-02 9.949834165133757402e-01 1.000000000000000000e+00
1.675116744496331078e+00 1.657072813884988838e+00 1.023730664984404681e+00 1.000000000000000000e+00
1.677118078719146199e+00 4.416787788702369877e-01 1.036864968447857027e+00 1.000000000000000000e+00
1.679119412941961542e+00 2.007800069817987421e+00 1.160141123471076785e+00 1.000000000000000000e+00
1.681120747164776663e+00 4.039220563292084676e-01 1.146106803095430005e+00 1.000000000000000000e+00
1.683122081387591784e+00 2.094928070454509794e-01 1.143336438820282464e+00 1.000000000000000000e+00
1.685123415610407127e+00 1.166927156352420836e-02 1.166990315831532676e+00 1.000000000000000000e+00
1.687124749833222248e+00 2.932940174406254916e-02 1.115335366797731265e+00 1.000000000000000000e+00
1.689126084056037591e+00 2.045086272938145544e-01 1.086089639430430243e+00 1.000000000000000000e+00
1.691127418278852712e+00 3.141050927411871196e+00 1.091665963011893226e+00 1.000000000000000000e+00
1.693128752501667833e+00 5.398452672729371349e-01 1.116265620131231984e+00 1.000000000000000000e+00
1.695130086724483176e+00 2.478026818688569277e-01 1.115158590436616359e+00 1.000000000000000000e+00
1.697131420947298297e+00 4.116462522239220378e-01 1.071728379294326405e+00 1.000000000000000000e+00
1.699132755170113640e+00 2.888863160900851934e-01 1.062215198233281477e+00 1.000000000000000000e+00
1.701134089392928761e+00 3.030924672106859452e-01 1.058016359199891454e+00 1.000000000000000000e+00
1.703135423615743882e+00 6.288003664801425918e-01 1.029574087148277250e+00 1.000000000000000000e+00
1.705136757838559225e+00 8.855369159307153737e-01 1.035399704030824042e+00 1.000000000000000000e+00
1.707138092061374346e+00 1.921544893863196490e+00 1.027117815934777578e+00 1.000000000000000000e+00
1.709139426284189689e+00 4.582261991200160089e+00 1.024298313552534534e+00 1.000000000000000000e+00
1.711140760507004810e+00 3.905091565924232455e-01 1.074977548553659901e+00 1.000000000000000000e+00
1.713142094729819931e+00 6.216520906991463979e-01 1.015944006151018764e+00 1.000000000000000000e+00
1.715143428952635274e+00 1.638882606130142694e+00 1.022737698098102443e+00 1.000000000000000000e+00
1.717144763175450395e+00 6.010721017573101843e-01 1.090270171187898818e+00 1.000000000000000000e+00
1.719146097398265738e+00 5.126288536746000268e+00 1.159047109474409254e+00 1.000000000000000000e+00
1.721147431621080859e+00 1.368462754865134690e+00 1.130025424737096884e+00 1.000000000000000000e+00
1.723148765843895980e+00 4.918001317691269025e-01 1.139569291697795084e+00 1.000000000000000000e+00
1.725150100066711323e+00 1.469806356268621217e+00 1.134634628530462930e+00 1.000000000000000000e+00
1.727151434289526444e+00 1.410648345000783621e+00 1.138026166645138115e+00 1.000000000000000000e+00
1.729152768512341787e+00 4.990538346002251213e-01 1.251252014537268309e+00 1.000000000000000000e+00
1.731154102735156908e+00 4.843407929081920971e-01 1.251416961039307774e+00 1.000000000000000000e+00
1.733155436957972029e+00 2.382117779359741228e+00 1.179183253985517599e+00 1.000000000000000000e+00
1.735156771180787372e+00 2.470891203289248550e-01 1.166358622076656859e+00 1.000000000000000000e+00
1.737158105403602493e+00 6.012827740431438972e-01 1.176942345892952213e+00 1.000000000000000000e+00
1.739159439626417836e+00 6.306639993942509959e-01 1.179730063807463925e+00 1.000000000000000000e+00
